iter	Logloss
258	0.09914006025
259	0.09873086977
260	0.09818118315
261	0.09768882109
262	0.09721073096
263	0.09683660475
264	0.09648402618
265	0.09592153377
266	0.0955696471
267	0.09493474141
268	0.09438943916
269	0.09389858211
270	0.09347537326
271	0.09304257281
272	0.09239032707
273	0.09198345853
274	0.09176181007
275	0.09139373057
276	0.09095359951
277	0.09038657149
278	0.0898350548
279	0.0894062379
280	0.0889310633
281	0.0885541931
282	0.08813652168
283	0.08776638692
284	0.08752212292
285	0.08704382825
286	0.0867256907
287	0.0863631133
288	0.08604131374
289	0.08572135311
290	0.08545634858
291	0.08521080756
292	0.08492482138
293	0.08458306691
294	0.08419270233
295	0.08390777856
296	0.08365287115
297	0.08332868356
298	0.08303508805
299	0.0826775193
300	0.08237866365
301	0.08201914342
302	0.08164372015
303	0.0812048932
304	0.08086269071
305	0.08040743919
306	0.08010499675
307	0.079712767
308	0.07935756156
309	0.07915669721
310	0.07888460243
311	0.07859707788
312	0.07837723487
313	0.07803708245
314	0.07768060576
315	0.07732342633
316	0.07702986254
317	0.07674942376
318	0.07627406925
319	0.07605443301
320	0.07565506114
321	0.07532598887
322	0.07508700266
323	0.0748487959
324	0.07454164795
325	0.07422655288
326	0.07400058556
327	0.07374999037
328	0.07346092835
329	0.07309606349
330	0.07286099147
331	0.07261537425
332	0.07242539387
333	0.07212477874
334	0.07175258304
335	0.07144404352
336	0.07110093799
337	0.07089571289
338	0.07067804685
339	0.07041197932
340	0.0701096755
341	0.06990263436
342	0.06949129512
343	0.06926615556
344	0.06909540686
345	0.06891124163
346	0.06870376571
347	0.06847005121
348	0.06827885344
349	0.06799421676
350	0.06760340059
351	0.06731542003
352	0.06702541946
353	0.06686970964
354	0.06665005853
355	0.06641023716
356	0.06608229332
357	0.06574096088
358	0.06551644243
359	0.06527676878
360	0.06507687183
361	0.06482800504
362	0.06464770116
363	0.06435679246
364	0.06403252989
365	0.0638326751
366	0.06367195812
367	0.06335473028
368	0.06312847186
369	0.06290079995
370	0.06261774781
371	0.06247979668
372	0.06224878915
373	0.0620045624
374	0.06181957875
375	0.06163905988
376	0.06145856001
377	0.06117470915
378	0.06089888035
379	0.06064361838
380	0.06052403305
381	0.06028747039
382	0.06013475266
383	0.05986928881
384	0.05971383851
385	0.05956873539
386	0.05942715014
387	0.05928312761
388	0.05908506896
389	0.05876795571
390	0.05859482976
391	0.05842080309
392	0.05824667969
393	0.05808553466
394	0.05786387717
395	0.05773618416
396	0.05753186637
397	0.05734267574
398	0.05704563979
399	0.05688523946
400	0.05668699562
401	0.05649221813
402	0.0563041419
403	0.05614293971
404	0.05584634431
405	0.05566815484
406	0.05546440885
407	0.05520931914
408	0.05502321665
409	0.05477028487
410	0.05459647924
411	0.05431500835
412	0.05415110954
413	0.05401419905
414	0.05371113669
415	0.05348103535
416	0.05327921617
417	0.05313379429
418	0.05296025611
419	0.05269169767
420	0.05251287775
421	0.05232085108
422	0.05214672142
423	0.05196627878
424	0.05185646493
425	0.05159957037
426	0.05144898799
427	0.05132768191
428	0.05121135846
429	0.05105426526
430	0.05087510345
431	0.05070797866
432	0.05056991984
433	0.0504403984
434	0.05035339654
435	0.05021829568
436	0.05005126606
437	0.04992567162
438	0.04969585175
439	0.04948905905
440	0.04932905067
441	0.0491796907
442	0.04901009789
443	0.04891613582
444	0.04876088038
445	0.04852038591
446	0.0484575753
447	0.04835714623
448	0.04820890194
449	0.04810106095
450	0.04796246625
451	0.04786053525
452	0.04766233008
453	0.04753122139
454	0.04742004838
455	0.04723228397
456	0.0470982425
457	0.04701427237
458	0.04688066458
459	0.04678555685
460	0.04656292476
461	0.0463701567
462	0.04626018418
463	0.04608185748
464	0.04595964127
465	0.04585222336
466	0.04574044459
467	0.04563189944
468	0.04544514253
469	0.04536119489
470	0.04524251845
471	0.04507061379
472	0.04494112595
473	0.04488005077
474	0.04475743119
475	0.04465829082
476	0.04456591717
477	0.04442421244
478	0.04426519255
479	0.04410761296
480	0.04394226483
481	0.04378190057
482	0.04364186502
483	0.04351739653
484	0.04340019182
485	0.04332539414
486	0.04317266791
487	0.04309311177
488	0.04300915415
489	0.04290521205
490	0.04273628111
491	0.04257824658
492	0.04242289247
493	0.04229981267
494	0.04217638341
495	0.04208246765
496	0.04200617272
497	0.04190438149
498	0.04177628039
499	0.04168420112
500	0.04152781537
501	0.04133680714
502	0.04124561566
503	0.04116412995
504	0.04106389942
505	0.04098241044
506	0.04081642022
507	0.04073773479
508	0.04058527315
509	0.04040503386
510	0.04029356481
511	0.04021517603
512	0.0401609581
513	0.04007305832
514	0.03996118366
515	0.03985647996
516	0.03971839477
517	0.0395955019
518	0.03948040594
519	0.03941668969
520	0.03932155937
521	0.03918344583
522	0.03905857339
523	0.03896193058
524	0.03885315261
525	0.03874159723
526	0.0386438112
527	0.03857615564
528	0.03846318858
529	0.03837236271
530	0.03828391503
531	0.03815013904
532	0.0380516211
533	0.03796764183
534	0.03786706113
535	0.03777047648
536	0.03765080337
537	0.03759142804
538	0.03739531035
539	0.03727491347
540	0.03716532727
541	0.03709061707
542	0.03702200009
543	0.03691772575
544	0.03679126684
545	0.03667127062
546	0.03659935766
547	0.03651264502
548	0.03640639776
549	0.03630953276
550	0.03622664845
551	0.03614533658
552	0.03606972078
553	0.0359954997
554	0.03589722144
555	0.03580148103
556	0.03570197779
557	0.03563512329
558	0.03553672072
559	0.03549673735
560	0.03535096151
561	0.03523461677
562	0.03513609916
563	0.03500932931
564	0.03495488743
565	0.03485687777
566	0.03480529421
567	0.03467557065
568	0.03459358734
569	0.03454327122
570	0.03447455369
571	0.03436126769
572	0.03427261808
573	0.03420281215
574	0.03412789667
575	0.03411131715
576	0.03404769533
577	0.03395062555
578	0.03388069546
579	0.03380442266
580	0.03370458639
581	0.03364499245
582	0.03348846061
583	0.0334346525
584	0.03335814288
585	0.03329042674
586	0.03323643433
587	0.03320010044
588	0.03313240082
589	0.03305590876
590	0.03295343198
591	0.03282948033
592	0.03274792788
593	0.03267770622
594	0.0326434917
595	0.03255515265
596	0.03243325071
597	0.03238224495
598	0.0322917661
599	0.03223748967
600	0.03214835521
601	0.0320549854
602	0.03193635071
603	0.03188016855
604	0.03175780838
605	0.03166430239
606	0.03160728031
607	0.03154535578
608	0.03150051129
609	0.03144710777
610	0.03141447086
611	0.03132738358
612	0.03127700256
613	0.03121554077
614	0.03109829101
615	0.03099642502
616	0.030912773
617	0.0308613984
618	0.03080198049
619	0.03075833549
620	0.03069477586
621	0.03063690737
622	0.03055975416
623	0.03048772336
624	0.03044028732
625	0.0303762984
626	0.03029280341
627	0.03021603167
628	0.03013593101
629	0.03009517912
630	0.03006270416
631	0.03001755702
632	0.02997110367
633	0.02992269735
634	0.02982559041
635	0.02974335973
636	0.02964952422
637	0.02960190977
638	0.02954083324
639	0.02950064543
640	0.02945071525
641	0.02939649225
642	0.02934880114
643	0.02927933709
644	0.02922636215
645	0.02916991667
646	0.02907794006
647	0.02902378444
648	0.02897442126
649	0.02888370953
650	0.02878899853
651	0.02875729129
652	0.02868387876
653	0.02861747348
654	0.02857906771
655	0.02848062932
656	0.02843454711
657	0.02838676816
658	0.02834607593
659	0.02823267932
660	0.02818642882
661	0.02812317497
662	0.02809684709
663	0.0279860998
664	0.0279525713
665	0.0278986649
666	0.02784586432
667	0.02781072011
668	0.0277593263
669	0.02764995282
670	0.02757008241
671	0.02748968983
672	0.02744351198
673	0.02741047289
674	0.0273824085
675	0.02732062481
676	0.02724954891
677	0.02716103061
678	0.02712466224
679	0.02706044168
680	0.02702130812
681	0.02696989559
682	0.02691093053
683	0.02685125436
684	0.02677103508
685	0.02668548604
686	0.02663527736
687	0.02659773709
688	0.02650978862
689	0.02646689603
690	0.02634841166
691	0.02631799864
692	0.02627090762
693	0.02624190897
694	0.02620078732
695	0.02613059382
696	0.02608503957
697	0.02603627723
698	0.02597286727
699	0.02594894068
700	0.02585507789
701	0.02581230155
702	0.0257626793
703	0.02572328629
704	0.02568583467
705	0.02560187392
706	0.02552656894
707	0.02547901591
708	0.02543849252
709	0.02538558691
710	0.02535250076
711	0.02531194966
712	0.02527149849
713	0.02524240335
714	0.02519992308
715	0.02514392121
716	0.02510247024
717	0.025059936
718	0.02502132132
719	0.0249821069
720	0.02495628476
721	0.02486762003
722	0.02483713735
723	0.02479516614
724	0.02473900881
725	0.0246707738
726	0.02458538531
727	0.02454819134
728	0.02451213763
729	0.02445728766
730	0.02444892916
731	0.02441773603
732	0.02437648671
733	0.02431115139
734	0.02424508938
735	0.02419338628
736	0.02413235723
737	0.02407830176
738	0.02403816122
739	0.02399456947
740	0.02392859739
741	0.0238811844
742	0.02382399076
743	0.02378376674
744	0.02372550269
745	0.02369394664
746	0.02364826328
747	0.02362541144
748	0.0235818205
749	0.02354880028
750	0.02347861481
751	0.02338882905
752	0.0233447502
753	0.02330760238
754	0.02324964477
755	0.0231751702
756	0.02313368331
757	0.02311448721
758	0.02308757947
759	0.02302043817
760	0.02298946182
761	0.02291621015
762	0.02288785418
763	0.02285531308
764	0.02282199053
765	0.02281111827
766	0.02279783974
767	0.02275184983
768	0.0227260393
769	0.02268776632
770	0.02262440777
771	0.02258602211
772	0.02255643626
773	0.02248903518
774	0.0224466265
775	0.02238280061
776	0.02235196428
777	0.02233207604
778	0.0223118945
779	0.02228576313
780	0.02222849575
781	0.02220330358
782	0.02215656707
783	0.02212023775
784	0.02207751212
785	0.0220313592
786	0.02198993645
787	0.02191207045
788	0.0218637471
789	0.02181447134
790	0.02177429806
791	0.02172982023
792	0.0216889795
793	0.02164529724
794	0.02160128733
795	0.02156087081
796	0.02152367804
797	0.02149374693
798	0.02143655947
799	0.02137693745
800	0.02136018544
801	0.0213341326
802	0.02128009545
803	0.02125152104
804	0.02119266105
805	0.02116304375
806	0.02111682875
807	0.02108428958
808	0.02106720877
809	0.02103273016
810	0.02099783778
811	0.02096713523
812	0.02095117776
813	0.02089860183
814	0.02086083973
815	0.02084301345
816	0.02081853597
817	0.02078203338
818	0.02076156925
819	0.02072183359
820	0.02067883384
821	0.02063368702
822	0.02061486377
823	0.02054886462
824	0.02051356269
825	0.02046790484
826	0.02042889702
827	0.02037648885
828	0.02032239627
829	0.02030372016
830	0.02023920376
831	0.02021935894
832	0.02019805198
833	0.02018887334
834	0.0201252391
835	0.02008637839
836	0.02005475924
837	0.02002157619
838	0.01998512765
839	0.01995863131
840	0.01992988824
841	0.01990166858
842	0.019860083
843	0.01980909401
844	0.0197932182
845	0.01975762456
846	0.01973422123
847	0.01969868021
848	0.01966689383
849	0.01963412897
850	0.01959689587
851	0.01954795415
852	0.01954338342
853	0.01948837276
854	0.01947066085
855	0.01942168596
856	0.01940615606
857	0.01934326684
858	0.01931758453
859	0.01929249006
860	0.0192719674
861	0.01924525384
862	0.01922668357
863	0.01919815802
864	0.01916439105
865	0.0191458417
866	0.01912332862
867	0.01910139516
868	0.01907180518
869	0.01905096028
870	0.01901471386
871	0.01896773851
872	0.01894638274
873	0.01892604607
874	0.01888798481
875	0.01884864056
876	0.01883063251
877	0.01879987592
878	0.01876925795
879	0.01875015119
880	0.01872689147
881	0.01870176032
882	0.01866599911
883	0.01864414362
884	0.01861475917
885	0.0185897912
886	0.01857340815
887	0.01853055404
888	0.01849347522
889	0.01845901851
890	0.01842845873
891	0.01840314198
892	0.01839279111
893	0.01838287726
894	0.01834879948
895	0.01832558581
896	0.01828391835
897	0.01826512173
898	0.01824487321
899	0.01823168236
900	0.01821544918
901	0.01820410077
902	0.01816238843
903	0.01813372508
904	0.01810671835
905	0.01810187612
906	0.01808229149
907	0.01802189414
908	0.01797249592
909	0.01794599624
910	0.01792450323
911	0.01790562975
912	0.01785654714
913	0.01780144666
914	0.01776767122
915	0.01773207842
916	0.0176928064
917	0.01767015146
918	0.01762323672
919	0.01760774722
920	0.01758802279
921	0.01756008907
922	0.01751836649
923	0.01750033298
924	0.01747753773
925	0.01746823476
926	0.01742494546
927	0.01736653485
928	0.01733379835
929	0.01730862065
930	0.01727822985
931	0.01725362866
932	0.01721717355
933	0.01719221964
934	0.0171762401
935	0.01716707075
936	0.01716334317
937	0.01713225814
938	0.01711032119
939	0.01708554232
940	0.01706435393
941	0.01699719256
942	0.0169759856
943	0.01695056165
944	0.01694056303
945	0.016925427
946	0.01690887089
947	0.01687324235
948	0.01684578658
949	0.01680414623
950	0.01677647646
951	0.01674974946
952	0.01672081353
953	0.01670305669
954	0.01666310261
955	0.01664228354
956	0.01661758796
957	0.01659434035
958	0.0165664955
959	0.01654288285
960	0.01652527822
961	0.01650090785
962	0.01647636891
963	0.01643119852
964	0.01639855961
965	0.01636586184
966	0.01634809126
967	0.0163315101
968	0.01630962268
969	0.01627072783
970	0.01623105687
971	0.01620632686
972	0.01618476084
973	0.01616081477
974	0.01611967823
975	0.0161100787
976	0.01608011003
977	0.01604460006
978	0.01603743957
979	0.0160212091
980	0.01600929835
981	0.01599354003
982	0.0159794373
983	0.01595793961
984	0.01593682413
985	0.01590885131
986	0.01589763922
987	0.015891742
988	0.01587399555
989	0.0158525541
990	0.01582689455
991	0.01581553181
992	0.01578549112
993	0.01576710873
994	0.01575887359
995	0.01574225398
996	0.01572577476
997	0.01570635127
998	0.01569582007
999	0.01567277211
